001|002|002|18/11/2019|1830|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1|1,1,1,1,1,0,0,1,0|1,0,1,0,1,0,1,0,1|0,0,0,0,0,1,1,1,1
001|002|003|18/11/2019|1830|Digital|0,0,0,0,0,1,1,1,0|0,1,0,0,0,1,1,1,0|1,0,1,0,1,0,1,1,0|1,0,0,1,0,1,0,0,1|1,1,1,1,1,1,1,1,0|0,0,1,1,0,1,0,0,0|0,0,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1
001|002|001|19/11/2019|1200|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1|1,1,1,1,1,0,0,1,0|1,0,1,0,1,0,1,0,1|0,0,0,0,0,1,1,1,1
001|002|002|19/11/2019|1400|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,1,1,1,0,0|1,1,1,1,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,1,1,1|1,1,1,0,1,1,1,1,0|1,0,1,1,1,1,1,0,0
001|002|003|19/11/2019|1430|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|002|003|20/11/2019|1130|Digital|0,0,0,0,0,0,0,1,1|0,0,0,0,0,1,1,1,0|0,0,0,0,0,1,1,1,1|0,0,0,1,1,1,0,0,0|1,0,0,0,1,0,1,0,1|1,0,0,0,0,0,0,1,1|0,0,0,0,1,1,1,1,0|1,0,1,0,1,0,1,1,1
001|002|001|20/11/2019|1200|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,1,1,1,0,0|1,1,1,1,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,1,1,1|1,1,1,0,1,1,1,1,0|1,0,1,1,1,1,1,0,0
001|002|002|20/11/2019|1330|3D|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|003|002|14/11/2019|1130|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|003|003|14/11/2019|1300|3D|0,0,0,0,0,0,0,0,1|1,0,0,0,0,0,0,0,0|0,0,0,0,1,1,1,1,0|1,1,1,0,0,0,1,1,1|1,1,1,1,0,1,1,1,1|1,0,0,1,0,1,0,0,1|1,0,1,0,1,0,1,0,0|1,1,1,1,1,1,1,1,1
001|003|001|14/11/2019|1500|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1|1,1,1,1,1,0,0,1,0|1,0,1,0,1,0,1,0,1|0,0,0,0,0,1,1,1,1
001|003|002|15/11/2019|900|Digital|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|003|003|15/11/2019|900|IMAX|0,0,0,0,0,1,1,1,0|0,1,0,0,0,1,1,1,0|1,0,1,0,1,0,1,1,0|1,0,0,1,0,1,0,0,1|1,1,1,1,1,1,1,1,0|0,0,1,1,0,1,0,0,0|0,0,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1
001|003|001|15/11/2019|1500|3D|0,0,0,0,0,1,1,1,0|0,1,0,0,0,1,1,1,0|1,0,1,0,1,0,1,1,0|1,0,0,1,0,1,0,0,1|1,1,1,1,1,1,1,1,0|0,0,1,1,0,1,0,0,0|0,0,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1
001|003|002|16/11/2019|900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|003|003|16/11/2019|900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|003|001|16/11/2019|1500|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0
001|003|002|17/11/2019|1400|Digital|0,0,0,0,0,0,0,0,0|1,0,1,1,0,0,0,0,0|1,1,0,1,1,0,0,1,0|1,0,0,1,1,0,1,0,0|1,1,1,0,1,0,1,0,1|1,0,0,1,0,0,0,1,0|1,1,1,0,1,0,0,0,0|1,1,0,0,0,0,0,0,0
001|003|001|17/11/2019|1500|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|003|003|17/11/2019|1900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,1,1,1,0,0|1,1,1,1,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,1,1,1|1,1,1,0,1,1,1,1,0|1,0,1,1,1,1,1,0,0
001|003|002|18/11/2019|900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,1,1,1,0,0|1,1,1,1,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,1,1,1|1,1,1,0,1,1,1,1,0|1,0,1,1,1,1,1,0,0
001|003|003|18/11/2019|1400|Digital|0,0,0,0,0,0,0,0,0|1,0,1,1,0,0,0,0,0|1,1,0,1,1,0,0,1,0|1,0,0,1,1,0,1,0,0|1,1,1,0,1,0,1,0,1|1,0,0,1,0,0,0,1,0|1,1,1,0,1,0,0,0,0|1,1,0,0,0,0,0,0,0
001|003|001|18/11/2019|1500|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|003|002|19/11/2019|900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|003|001|19/11/2019|1500|3D|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|003|003|19/11/2019|1700|IMAX|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|003|001|20/11/2019|1500|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,1,1,1,1,0,0|0,0,1,1,1,1,1,0,0|0,0,1,1,1,1,1,0,0|0,0,0,1,1,1,1,0,0|0,0,0,1,1,1,1,1,0
001|003|002|20/11/2019|1600|Digital|0,0,0,0,0,0,0,0,0|1,0,1,1,0,0,0,0,0|1,1,0,1,1,0,0,1,0|1,0,0,1,1,0,1,0,0|1,1,1,0,1,0,1,0,1|1,0,0,1,0,0,0,1,0|1,1,1,0,1,0,0,0,0|1,1,0,0,0,0,0,0,0
001|003|003|20/11/2019|1600|Digital|1,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|004|001|14/11/2019|1700|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,0,0,0,0,0,1|1,0,0,0,1,0,0,0,0|0,0,0,1,0,0,0,0,0|0,0,0,0,1,0,0,0,0|0,1,0,1,1,0,0,1,1|1,0,0,1,1,1,0,0,1
001|004|001|15/11/2019|1700|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,0,0,0,0,0,1|1,0,0,0,1,0,0,0,0|0,0,0,1,0,0,0,0,0|0,0,0,0,1,0,0,0,0|0,1,0,1,1,0,0,1,1|1,0,0,1,1,1,0,0,1
001|004|001|16/11/2019|1700|Digital|1,1,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1|1,1,0,0,1,1,0,0,0|1,0,1,0,1,1,0,0,1|1,0,0,0,1,0,0,1,0|1,1,1,1,0,0,0,0,0|0,0,0,0,1,1,1,0,0|0,0,0,0,0,0,0,0,0
001|004|001|17/11/2019|1700|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,1,1,1,0,0|1,1,1,1,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,1,1,1|1,1,1,0,1,1,1,1,0|1,0,1,1,1,1,1,0,0
001|004|001|18/11/2019|1700|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|004|001|19/11/2019|1700|IMAX|0,0,0,0,0,0,0,1,1|0,0,0,0,0,1,1,1,0|0,0,0,0,0,1,1,1,1|0,0,0,1,1,1,0,0,0|1,0,0,0,1,0,1,0,1|1,0,0,0,0,0,0,1,1|0,0,0,0,1,1,1,1,0|1,0,1,0,1,0,1,1,1
001|004|001|20/11/2019|1700|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1|1,1,1,1,1,0,0,1,0|1,0,1,0,1,0,1,0,1|0,0,0,0,0,1,1,1,1
001|004|002|15/11/2019|1100|Digital|0,0,0,0,0,1,1,1,0|0,1,0,0,0,1,1,1,0|1,0,1,0,1,0,1,1,0|1,0,0,1,0,1,0,0,1|1,1,1,1,1,1,1,1,0|0,0,1,1,0,1,0,0,0|0,0,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1
001|004|002|16/11/2019|1230|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|004|002|17/11/2019|1200|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1|1,1,1,1,1,0,0,1,0|1,0,1,0,1,0,1,0,1|0,0,0,0,0,1,1,1,1
001|004|002|18/11/2019|1100|Digital|1,1,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1|1,1,0,0,1,1,0,0,0|1,0,1,0,1,1,0,0,1|1,0,0,0,1,0,0,1,0|1,1,1,1,0,0,0,0,0|0,0,0,0,1,1,1,0,0|0,0,0,0,0,0,0,0,0
001|004|002|19/11/2019|1900|Digital|0,0,0,0,0,1,1,1,0|1,1,1,1,0,0,0,0,0|1,1,0,0,1,1,0,0,0|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,1,0,0|1,1,1,1,0,1,1,1,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,1,1,1
001|004|002|20/11/2019|900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|004|003|14/11/2019|1900|IMAX|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|004|003|15/11/2019|1330|Digital|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|004|003|16/11/2019|1900|Digital|0,0,0,0,1,0,0,0,1|0,0,1,1,0,0,1,0,1|0,0,0,0,1,1,1,0,0|1,1,1,0,0,0,1,1,1|1,0,0,1,0,1,0,0,0|0,0,1,1,0,0,1,0,1|1,0,1,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1
001|004|003|17/11/2019|1030|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,0,0,0,0,0,1|1,0,0,0,1,0,0,0,0|0,0,0,1,0,0,0,0,0|0,0,0,0,1,0,0,0,0|0,1,0,1,1,0,0,1,1|1,0,0,1,1,1,0,0,1
001|004|003|18/11/2019|1030|3D|0,0,0,0,0,0,0,1,1|0,0,0,0,0,1,1,1,0|0,0,0,0,0,1,1,1,1|0,0,0,1,1,1,0,0,0|1,0,0,0,1,0,1,0,1|1,0,0,0,0,0,0,1,1|0,0,0,0,1,1,1,1,0|1,0,1,0,1,0,1,1,1
001|004|003|19/11/2019|1900|Digital|0,0,0,0,0,1,1,1,0|0,1,0,0,0,1,1,1,0|1,0,1,0,1,0,1,1,0|1,0,0,1,0,1,0,0,1|1,1,1,1,1,1,1,1,0|0,0,1,1,0,1,0,0,0|0,0,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1
001|004|003|20/11/2019|1400|IMAX|0,0,0,0,0,1,1,1,0|1,1,1,1,0,0,0,0,0|1,1,0,0,1,1,0,0,0|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,1,0,0|1,1,1,1,0,1,1,1,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,1,1,1
001|005|003|14/11/2019|1130|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|005|002|14/11/2019|1400|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,0,0,0,0,0,1|1,0,0,0,1,0,0,0,0|0,0,0,1,0,0,0,0,0|0,0,0,0,1,0,0,0,0|0,1,0,1,1,0,0,1,1|1,0,0,1,1,1,0,0,1
001|005|001|14/11/2019|1900|Digital|0,0,0,0,0,0,0,1,1|0,0,0,0,0,1,1,1,0|0,0,0,0,0,1,1,1,1|0,0,0,1,1,1,0,0,0|1,0,0,0,1,0,1,0,1|1,0,0,0,0,0,0,1,1|0,0,0,0,1,1,1,1,0|1,0,1,0,1,0,1,1,1
001|005|001|15/11/2019|1900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|005|002|15/11/2019|1930|3D|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,0,0,0,0|0,0,0,1,1,1,1,1,1|1,1,1,1,1,0,0,1,0|1,0,1,0,1,0,1,0,1|0,0,0,0,0,1,1,1,1
001|005|003|15/11/2019|1930|3D|0,0,0,0,0,0,0,0,1|1,0,0,0,0,0,0,0,0|0,0,0,0,1,1,1,1,0|1,1,1,0,0,0,1,1,1|1,1,1,1,0,1,1,1,1|1,0,0,1,0,1,0,0,1|1,0,1,0,1,0,1,0,0|1,1,1,1,1,1,1,1,1
001|005|003|16/11/2019|1100|IMAX|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0
001|005|001|16/11/2019|1900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,1,1,1,1,0,0|0,0,1,1,1,1,1,0,0|0,0,1,1,1,1,1,0,0|0,0,0,1,1,1,1,0,0|0,0,0,1,1,1,1,1,0
001|005|002|16/11/2019|1930|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,1,0,0,0,0,0,1|1,0,0,0,1,0,0,0,0|0,0,0,1,0,0,0,0,0|0,0,0,0,1,0,0,0,0|0,1,0,1,1,0,0,1,1|1,0,0,1,1,1,0,0,1
001|005|003|17/11/2019|900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|005|002|17/11/2019|1030|Digital|1,0,1,0,1,0,1,0,1|1,1,0,0,1,1,0,1,1|1,1,0,0,1,1,0,1,1|1,1,0,0,1,1,0,1,1|1,1,0,0,1,1,0,1,1|1,1,0,0,1,1,0,1,1|1,1,0,0,1,1,0,1,1|1,1,0,0,1,1,0,1,1
001|005|001|17/11/2019|1900|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1
001|005|003|18/11/2019|1230|Digital|0,0,0,0,0,0,0,0,0|0,0,0,0,0,1,1,1,1|0,0,0,0,0,1,1,1,1|1,1,1,1,1,1,1,0,0|1,1,1,1,1,1,0,0,0|1,1,1,1,1,1,1,1,1|1,1,1,1,1,1,0,1,1|1,1,0,1,0,1,1,1,1
001|005|002|18/11/2019|1300|Digital|0,0,0,0,0,0,0,1,1|0,0,0,0,0,1,1,1,0|0,0,0,0,0,1,1,1,1|0,0,0,1,1,1,0,0,0|1,0,0,0,1,0,1,0,1|1,0,0,0,0,0,0,1,1|0,0,0,0,1,1,1,1,0|1,0,1,0,1,0,1,1,1
001|005|001|18/11/2019|1900|Digital|1,1,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,1|1,1,0,0,1,1,0,0,0|1,0,1,0,1,1,0,0,1|1,0,0,0,1,0,0,1,0|1,1,1,1,0,0,0,0,0|0,0,0,0,1,1,1,0,0|0,0,0,0,0,0,0,0,0
001|005|002|19/11/2019|1100|Digital|0,0,0,0,0,0,0,0,1|1,0,0,0,0,0,0,0,0|0,0,0,0,1,1,1,1,0|1,1,1,0,0,0,1,1,1|1,1,1,1,0,1,1,1,1|1,0,0,1,0,1,0,0,1|1,0,1,0,1,0,1,0,0|1,1,1,1,1,1,1,1,1
